"team","id","name","photo_url","position","evaluation"
"ceara","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/03/15/71710b2656e8b5100f2418af3681c1c5_80x80.png","ZAD","3"
"ceara","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/03/15/6a8b1b281c0ff28c999b40261889b31b_80x80.png","ZAD","4"
"ceara","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/03/15/7627259ae04362786097252b9c1b2a0b_80x80.png","ZAD","4"
"ceara","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/03/15/71af31760fbb19f7b43c7714bbecd941_80x80.png","ZAD","4"
"ceara","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/01/34ebb436f266413af2ae741c998ec282_80x80.png","VOL","3"
"ceara","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/03/15/ae88cb5d16e26374f731749575af56a4_80x80.png","VOL","4"
"ceara","raul","Raul","https://s.glbimg.com/es/sde/f/2015/08/25/bd344f2083d946aa34a8013e779ccfe9_80x80.jpeg","VOL","4"
"ceara","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/03/15/0af208cf6d82ce8f788032087c3d2e19_80x80.png","VOL","3"
"ceara","leandro-canhoto","Leandro Canhoto","https://s.glbimg.com/es/sde/f/2018/03/01/4e144d85d1a5d5081532590cc8ae6160_80x80.png","MEC","4"
"ceara","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2018/03/15/ba1f77e4ae44828776842c90f1e2bdb9_80x80.png","MEC","3"
"ceara","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/03/15/902c9f1aa1d09884c6bd02cd1bc98e80_80x80.png","MEC","3"
"ceara","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/03/01/978818110a64bf6ca065f7815566b18f_80x80.png","ATA","2"
"ceara","douglas-coutinho","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2018/03/01/da47ba5c199a3ad585a9c4ca150150bb_80x80.png","ATA","6"
"ceara","elton","Elton","https://s.glbimg.com/es/sde/f/2018/03/01/a62f2faea0d5716e80a1feefde3a97c2_80x80.png","ATA","4"
"ceara","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/03/01/e1d42c19d15d02974d5cd40ea90fe86c_80x80.png","ATA","4"
"ceara","roberto","Roberto","https://s.glbimg.com/es/sde/f/2018/03/15/ca7cc92d303792c8407c8822f0463882_80x80.png","ATA","5"
"america-mg","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/03/17/8f235fbb0170bc112cf17a2bfaa54499_80x80.png","GOL","2"
"america-mg","fernando-leal","Fernando Leal","https://s.glbimg.com/es/sde/f/2018/03/20/6020709514f63ef3c8e066601ee521fd_80x80.png","GOL","4"
"america-mg","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2018/03/17/138010c4f380e27d9122f984627b1769_80x80.png","LAD","4"
"america-mg","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/03/17/05b05b9b4b348f4aef923ec2152f275e_80x80.png","LAD","3"
"america-mg","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/03/17/5ecf7c4819b775697ebc381145f01283_80x80.png","LAE","4"
"america-mg","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2018/03/20/9553c277fb201f9f309befb27b0c4841_80x80.png","LAE","3"
"america-mg","messias","Messias","https://s.glbimg.com/es/sde/f/2018/03/17/16371bd074e975b7918c2095443865e4_80x80.png","ZAD","3"
"america-mg","rafael-lima","Rafael Lima","https://s.glbimg.com/es/sde/f/2018/03/20/10d52089593cd93bf39b041d2f84a8ed_80x80.png","ZAE","3"
"america-mg","lima","Lima","https://s.glbimg.com/es/sde/f/2018/03/17/3d9ef83a1f78786f2014412ea6d66bc0_80x80.png","ZAE","4"
"america-mg","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2018/03/17/6d461d0451195bc6232d8e0dbd1cc5d8_80x80.png","ZAE","4"
"america-mg","david","David","https://s.glbimg.com/es/sde/f/2018/03/17/5746a81b8edb0b0d8e9f7be41de663d1_80x80.png","VOL","4"
"america-mg","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/17/5ac7a1ff64724f5d36e60c546485f596_80x80.png","VOL","5"
"america-mg","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/03/17/da3cd31850e8d5668e2a014fbe7847c3_80x80.png","VOL","4"
"america-mg","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/03/17/c4fa59125c92192d3b9cc8e4f1f83c48_80x80.png","VOL","3"
"america-mg","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/03/17/0dc321c764f4ca32447947b34c86167f_80x80.png","ATA","5"
"america-mg","matheusinho","Matheusinho","https://s.glbimg.com/es/sde/f/2018/03/17/74df7b312fb6197007e06d6add443fce_80x80.png","MEC","3"
"america-mg","renan-oliveira","Renan Oliveira","https://s.glbimg.com/es/sde/f/2018/03/17/5d1966ddb337e155bf00b90eb080a388_80x80.png","MEC","6"
"america-mg","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_80x80.png","MEC","4"
"america-mg","serginho","Serginho","https://s.glbimg.com/es/sde/f/2018/03/17/144f983307b6cb40ec9b7a49fd811847_80x80.png","MEC","3"
"america-mg","aylon","Aylon","https://s.glbimg.com/es/sde/f/2018/03/17/126e634285cb02ea065c51098e6404cc_80x80.png","ATA","3"
"america-mg","judivan","Judivan ","https://s.glbimg.com/es/sde/f/2018/03/30/c14127206b6ba0991e38bc6d98f405c4_80x80.png","ATA","4"
"america-mg","luan","Luan","https://s.glbimg.com/es/sde/f/2018/03/17/1f23eed160c1e8ba9d4402d6859d4e72_80x80.png","ATA","6"
"america-mg","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2018/03/17/c92fb62fdff92f23d776e13ffe71e713_80x80.png","ATA","5"
"sport","magrao","Magrão","https://s.glbimg.com/es/sde/f/2017/08/30/c7dca7402951841de5cd3c5a531e0cee_80x80.png","GOL","2"
"sport","anselmo","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_80x80.png","VOL","3"
"sport","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/03/05/66364f58d0e09be7fe2adb8348d96b77_80x80.png","MEC","3"
"sport","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2017/08/30/61e2143d4bf6e2d3ed0ce11f995be203_80x80.png","MEC","3"
"sport","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_80x80.png","VOL","4"
"sport","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/05/f361cfc29237775705783a7875f93445_80x80.png","MEC","4"
"sport","agenor","Agenor","https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_80x80.png","GOL","4"
"sport","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/03/23/0cc5c9ef1bb075ee3d9ab25b4d9e6871_80x80.png","LAD","4"
"sport","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_80x80.png","LAD","4"
"sport","durval","Durval","https://s.glbimg.com/es/sde/f/2017/08/30/f01a7a8db062d1a1317322f7ca87a782_80x80.png","ZAE","4"
"sport","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_80x80.png","ZAE","4"
"sport","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2018/03/23/0487d5333c622c87e5ad477567b7ee36_80x80.png","ZAD","4"
"sport","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_80x80.png","ZAD","4"
"sport","max","Max","https://s.glbimg.com/es/sde/f/2018/04/04/b5c0b3c551ffdf431ab7814821fa50a1_80x80.png","ZAD","4"
"sport","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2018/04/11/c0cfb226a81e0e113422502c0d49be91_80x80.png","VOL","4"
"sport","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2016/05/01/60b2f9caebf7a6d399c1ba73dff47b84_80x80.png","VOL","4"
"sport","nonoca","Nonoca","https://s.glbimg.com/es/sde/f/2018/04/09/f994b05e8cd6aee16ab81f7cc4871c16_80x80.png","VOL","4"
"sport","hygor","Hygor","https://s.glbimg.com/es/sde/f/2018/04/10/759a4b22d32d2b49cc98448865f39cca_80x80.png","ATA","4"
"sport","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_80x80.png","ATA","4"
"sport","felipe-rodrigues","Felipe Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/19/7af29eddabdd91e47887d39a9f3dd16e_80x80.png","LAD","5"
"sport","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2017/08/30/2f2abedd21538d0c8abafce309debab1_80x80.png","ZAD","5"
"sport","sander","Sander","https://s.glbimg.com/es/sde/f/2017/08/30/201f5b3a9c114f0f04655f7ebab2b54e_80x80.png","LAE","5"
"sport","carlos-henrique","Carlos Henrique","https://s.glbimg.com/es/sde/f/2018/04/11/c5d62dd5b6b9dfe745ad7e90d31c53b1_80x80.png","ATA","4"
"vitoria","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_80x80.png","ATA","2"
"vitoria","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_80x80.png","ATA","3"
"vitoria","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_80x80.png","VOL","3"
"vitoria","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_80x80.png","LAE","3"
"vitoria","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2018/03/21/540117d8a1c994a105ca9ce63944758d_80x80.png","VOL","3"
"vitoria","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_80x80.png","MEC","3"
"vitoria","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_80x80.png","LAE","3"
"vitoria","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/03/21/9c9486bfe6d550bb373e1eb7553cbd91_80x80.png","VOL","4"
"vitoria","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_80x80.png","ATA","4"
"vitoria","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_80x80.png","ZAD","3"
"vitoria","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_80x80.png","ZAD","4"
"vitoria","lucas-marques","Lucas Marques","https://s.glbimg.com/es/sde/f/2018/03/21/8955207aa16c2c8401822064a40b374d_80x80.png","VOL","4"
"vitoria","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_80x80.png","MEC","4"
"vitoria","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_80x80.png","VOL","4"
"vitoria","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_80x80.png","MEC","4"
"vitoria","luan","Luan","https://s.glbimg.com/es/sde/f/2018/03/21/83ef91578aeb753c422bae26f9f21207_80x80.png","MEC","4"
"vitoria","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/03/21/085cf7cf7139dfa78ab20e441ca5614c_80x80.png","ATA","4"
"vitoria","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2018/03/21/73df753652c3b42691885ccc3ce44f11_80x80.png","GOL","5"
"vitoria","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/03/21/bdbcd1c19e54ffed0f7410911018ef2e_80x80.png","GOL","5"
"vitoria","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_80x80.png","ZAD","6"
"vitoria","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_80x80.png","ZAD","6"
"vitoria","jonatas-belusso","Jonatas Belusso","https://s.glbimg.com/es/sde/f/2018/03/21/155f4a413a5e54cbda24a44dd83b3e7d_80x80.png","ATA","5"
"vitoria","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_80x80.png","LAD","5"
"parana","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_80x80.png","GOL","3"
"parana","thiago-rodrigues","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/21/d825409cc03f8e81e67ec76372f1b206_80x80.png","GOL","5"
"parana","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_80x80.png","ZAE","4"
"parana","neris","Neris","https://s.glbimg.com/es/sde/f/2018/03/21/4d1c5effb092a5e5b8e386cbd44d4cc5_80x80.png","ZAD","4"
"parana","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_80x80.png","ZAD","5"
"parana","cleber-reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2018/03/21/61178cc660a68e6ebbdba11105b0ab43_80x80.png","ZAD","4"
"parana","alemao","Alemão","https://s.glbimg.com/es/sde/f/2018/03/21/ecf8e02cb48abb51def8317442e58822_80x80.png","LAD","3"
"parana","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/6ba58fa136715046b220f0b851bb33bc_80x80.png","LAD","5"
"parana","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_80x80.png","LAE","5"
"parana","mansur","Mansur","https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_80x80.png","LAE","3"
"parana","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_80x80.png","VOL","4"
"parana","wesley-dias","Wesley Dias","https://s.glbimg.com/es/sde/f/2018/03/21/bd01b16a7f9c3c1d4858cc8ada530b69_80x80.png","VOL","5"
"parana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_80x80.png","MEC","6"
"parana","jhonny-lucas","Jhonny Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/1891e9e504ce289621d56cf6db5ba93d_80x80.png","VOL","4"
"parana","baez","Báez","https://s.glbimg.com/es/sde/f/2018/03/21/9be3f44890b3185c67afbd3e71dd96b2_80x80.png","LAE","5"
"parana","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2018/04/03/f6fab9e76abbbfabfc6262864335bd6c_80x80.png","MEC","4"
"parana","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2018/03/21/f5eb1f78647571d7e58db6a03eb7b42f_80x80.png","MEC","3"
"parana","matheus-pereira","Matheus Pereira","https://s.glbimg.com/es/sde/f/2018/03/21/ad408da8f4100c9ef932e2e8a0936c71_80x80.png","MEC","4"
"parana","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2018/03/21/bb96e12d42dead8632e9cf0a06183eec_80x80.png","ATA","4"
"parana","diego","Diego","https://s.glbimg.com/es/sde/f/2018/03/21/33da0919d9e2b3d806a65e1b36b5eb10_80x80.png","ATA","5"
"parana","vitor-feijao","Vitor Feijão","https://s.glbimg.com/es/sde/f/2018/03/21/8846f41b2d1509576c92553c947271b8_80x80.png","ATA","4"
"parana","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/03/21/4971219d5e41791135191d49d8b2f309_80x80.png","ATA","5"
"parana","luan-viana","Luan Viana","https://s.glbimg.com/es/sde/f/2018/03/21/6531d512f51828ffbedf2dd826d724d3_80x80.png","ATA","4"
